JNAME,BNAME,RAJ,RAJ_ERR,DECJ,DECJ_ERR,F0,F0_ERR,F1,F1_ERR,P0,P0_ERR,P1,P1_ERR,DM,DM_ERR,RM,RM_ERR,DIST,ASSOC,PB,PB_ERR,BINCOMP,AGE,BSURF,EDOT,NGLT,TYPE,rm_MK,dm_MK,w50_MK,w10_MK,scatter_MK,USER,COMMENTS,CATEGORY
J1038-5831,B1036-58,10:38:19.70,0.01,-58:31:27.18,0.08,1.5105920584478476,2.510077203750276e-11,-2.8550987248475866e-15,6.845665101137181e-19,0.661992094032,1.1e-11,1.2512e-15,3e-19,72.74,0.03,-15.0,10.0,0.92,,,,,8382857.899567984,920957836302.0245,1.7026605117696906e+32,,,,,,,,aparthas,interestingsinglepulses,PROFILE:DoublePeak+Narrow;POLARIZATION:RVMLike+PAJump;FREQUENCY:Scintillation;TIME:Nulling+Drifting;OBSERVATION:MediumSN_100to1000 
J1041-1942,B1039-19,10:41:36.196,0.005,-19:42:13.61,0.11,0.7213091662526,1.2e-12,-4.91593e-16,1e-20,1.3863680745875944,2.306419725882856e-12,9.448498269216091e-16,1.9220164382357394e-20,33.777,0.01,-22.8,0.5,2.53,,,,,23247796.654220458,1158165560950.3774,1.3998673296881864e+31,,,,,,,,aparthas,singlepulsesshowdrifting,PROFILE:DoublePeak+withShoulders+withBridge+Narrow;POLARIZATION:RVMLike+PAJump+FreqDependentPol;FREQUENCY:Scintillation;TIME:Drifting;OBSERVATION:HighSN_Above1000 
J1042-5521,B1039-55,10:42:00.49,0.03,-55:21:06.2,0.4,0.85406779038,2e-11,-4.901e-15,2e-18,1.1708672441037384,2.7418602066301665e-11,6.718928436347223e-15,2.7418602066301852e-18,306.5,0.4,155.0,5.0,2.79,,,,,2761046.229411866,2838270702190.758,1.65248217211048e+32,,,,,,,,aparthas,possiblynullingtoo,PROFILE:SinglePeak+Narrow;POLARIZATION:RVMLike+PAJump;FREQUENCY:SteepSpectrum;TIME:Drifting;OBSERVATION:HighSN_Above1000 
J1043-6116,,10:43:55.261,0.002,-61:16:50.76,0.02,3.46493998447,4e-11,-1.249169e-13,7e-19,0.2886052873879606,3.331720476331493e-12,1.0404704839246337e-14,5.830510833629603e-20,448.91,0.02,257.0,23.0,3.06,,,,,439481.45726569206,1753545351066.0098,1.7087426182225508e+34,,,,,,,,aparthas,singlepulsesneedtobeprocessed,PROFILE:TriplePeak+Narrow;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J1046-5813,B1044-57,10:46:18.81,0.02,-58:13:52.0,0.1,2.70688676029,8e-11,-8.401e-15,6e-18,0.36942808789417764,1.0918168970011858e-11,1.1465442189633704e-15,8.188626727508922e-19,240.2,0.5,133.0,7.0,2.34,,,,,5105110.425110216,658582731190.0211,8.977611534215827e+32,,,,,,,,aparthas,singlepulsesneedtobereprocessed,PROFILE:DoublePeak;POLARIZATION:ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J1047-3032,,10:47:00.8124,,-30:32:18.0167,,3.027293603866,1.7e-11,-5.5909e-16,1.8e-19,0.3303280523312809,1.8549825766686165e-12,6.100601228174452e-17,1.964099198825595e-20,52.54,0.07,-26.2,6.2,2.14,,,,,85790432.2722227,143651123040.32822,6.6818389605871385e+31,,,,,,,,aparthas,notenoughsnr,PROFILE:SinglePeak+NotSure;POLARIZATION:FlatPA;FREQUENCY:Scintillation+NotSure;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J1047-6709,,10:47:28.282,0.002,-67:09:51.066,0.009,5.039015825606444,2.0313344392569754e-11,-4.283931982310016e-14,5.078336098143613e-19,0.1984514505627,8e-13,1.68714e-15,2e-20,116.156,0.002,-79.3,2.0,1.76,,,,,1863670.7659863029,585534755099.6526,8.522127467789096e+33,,,,,,,,aparthas,giantpulsesperhapsalsoscatteredperhaps,PROFILE:SinglePeak+Complicated;POLARIZATION:HighLinearPol+PAJump;FREQUENCY:Scattering+FlatSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J1047-6709,,10:47:28.282,0.002,-67:09:51.066,0.009,5.039015825606444,2.0313344392569754e-11,-4.283931982310016e-14,5.078336098143613e-19,0.1984514505627,8e-13,1.68714e-15,2e-20,116.156,0.002,-79.3,2.0,1.76,,,,,1863670.7659863029,585534755099.6526,8.522127467789096e+33,,,,,,,,aparthas,giantpulsesperhapsalsoscatteredperhaps,PROFILE:SinglePeak+Complicated;POLARIZATION:HighLinearPol+PAJump;FREQUENCY:Scattering+FlatSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J1048-5832,B1046-58,10:48:13.05,0.02,-58:32:06.2,0.1,8.0824184675,2e-10,-6.2792e-12,2e-17,0.12372534335125973,3.061592117477422e-12,9.612174612032114e-14,3.0615921178469975e-19,128.679,0.004,-155.0,5.0,2.9,GRS,,,,20394.029983745484,3489716427916.9697,2.0035739898292808e+36,3.0,HE,,,,,,aparthas,singlepulsenullingandperioddrifting,PROFILE:Complicated;POLARIZATION:HighLinearPol+RVMLike+FreqDependentPol;FREQUENCY:FreqProfileEvol+SteepSpectrum;TIME:Nulling;OBSERVATION:MediumSN_100to1000+UpdateEphem+Reprocess 
J1049-5833,,10:49:50.34,0.09,-58:33:44.6,1.5,0.45406557389,5e-11,-9.1e-16,3e-17,2.20232507704329,2.425117872486867e-10,4.413714527926098e-15,1.4550707234921203e-16,446.8,1.5,359.0,11.0,3.0,,,,,7905752.625688885,3154952393978.112,1.6312469214670388e+31,,,,,,,,aparthas,clearnulling,PROFILE:SinglePeak+Narrow;POLARIZATION:RVMLike;FREQUENCY:SteepSpectrum;TIME:Nulling;OBSERVATION:MediumSN_100to1000 
J1052-5954,,10:52:38.11,0.07,-59:54:44.1,0.5,5.5373591567853975,3.066234643123509e-10,-6.127287349700139e-13,5.2125988933143825e-17,0.180591500693,1e-11,1.99831e-14,1.7e-18,491.9,0.6,-270.0,12.0,3.14,,,,,143185.97545994,1922339379484.8628,1.339462864227335e+35,,,,,,,,aparthas,barelydetected,PROFILE:NotSure;POLARIZATION:HighLinearPol+NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J1052-6348,,10:52:53.39,0.06,-63:48:16.6,0.3,2.60531718877,1e-10,-2.63e-15,4e-17,0.3838304235316973,1.4732579402852212e-11,3.8746683829501317e-16,5.893031761140885e-18,167.5,1.4,,,1.99,,,,,15695345.981205855,390244638788.02594,2.7050549392129086e+32,,,,,,,,aparthas,notenoughsnr,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J1054-5943,,10:54:57.75,0.04,-59:43:14.1,0.5,2.882600685911409,1.0802202728742004e-10,-3.3852441474534555e-14,6.647509371533546e-17,0.346908957903,1.3e-11,4.074e-15,8e-18,330.7,0.6,151.0,30.0,2.58,,,,,1349150.8985644989,1203007258816.3157,3.8524252286169844e+33,,,,,,,,aparthas,somesignsofstrongmodulationinthesinglepulses,PROFILE:SinglePeak+Narrow;POLARIZATION:FlatPA;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J1054-5946,,10:54:30.46,0.01,-59:46:31.0,0.1,4.379736274525528,1.53456718675158e-10,-4.009056775388503e-15,5.754626950318432e-18,0.228324249982,8e-12,2.09e-16,3e-19,253.9,0.6,,,2.33,,,,,17308992.54426295,221054388520.4447,6.931861928412915e+32,,,,,,,,aparthas,barelydetectedintermittentsayssimon,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J1054-6452,,10:54:08.84,0.16,-64:52:37.5,0.8,0.54347721486,6e-11,-9.27e-16,1.2e-17,1.8400035413768,2.031367819367499e-10,3.138463280922786e-15,4.0627356387349985e-17,234.0,4.0,115.2,9.2,2.34,,,,,9288971.795796957,2431743892068.421,1.988936015408735e+31,,,,,,,,aparthas,singlepulseshowsevidenceofnullingoccasionallyperhapsalsodriftingslightly,PROFILE:SinglePeak+Narrow;POLARIZATION:RVMLike;FREQUENCY:SteepSpectrum;TIME:Nulling+Modulation;OBSERVATION:MediumSN_100to1000 
J1055-6028,,10:55:39.19,0.02,-60:28:37.5,0.2,10.034032077412643,3.020453991916377e-10,-2.9733550460024277e-12,5.034089986559122e-17,0.09966083348,3e-12,2.95322e-14,5e-19,636.5,0.1,,,3.83,GRS,,,,53468.09995417809,1736041633859.629,1.1778283212498299e+36,,HE,,,,,,aparthas,singlepulseneedstobeprocessed,PROFILE:SinglePeak+NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:MediumSN_100to1000 
J1055-6236,,10:55:54.61,0.07,-62:36:48.3,0.4,2.228981273785919,1.4905072556664893e-10,-3.5175971233729148e-15,3.4778502632218086e-17,0.44863544246,3e-11,7.08e-16,7e-18,149.7,1.5,,,1.88,,,,,10039830.012117382,570313165462.5906,3.095367754249237e+32,,,,,,,,aparthas,notenoughsnr,PROFILE:SinglePeak+withShoulders+Narrow;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:LowSN_0to100 
J1055-6905,,10:55:44.71,0.09,-69:05:11.4,0.4,0.34253649110466367,3.51993743214886e-11,-2.386048254005974e-15,1.759968716074498e-18,2.9193969868,3e-10,2.0336e-14,1.5e-17,142.8,0.4,,,2.03,,,,,2274540.4229378914,7797032108086.406,3.2266050085585342e+31,,,,,,,,aparthas,,PROFILE:SinglePeak+Symmetric+Narrow;POLARIZATION:RVMLike+PAJump;FREQUENCY:SteepSpectrum;TIME:Nulling;OBSERVATION:MediumSN_100to1000 
J1056-5709,,10:56:43.79,0.12,-57:09:34.5,1.2,1.47911075457,1.6e-10,-1.26e-15,3e-17,0.6760818937394011,7.313387632676077e-11,5.759292760732411e-16,1.3712601811267646e-17,436.5,1.8,,,3.06,,,,,18599282.332336813,631443080698.9817,7.357511958553347e+31,,,,,,,,aparthas,notenoughsnr,PROFILE:SinglePeak+NotSure+withShoulders+withCentral;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J1056-6258,B1054-62,10:56:25.584,0.003,-62:58:47.69,0.02,2.36714106186,1e-11,-2.0046e-14,3e-19,0.4224505316190333,1.7846445166520383e-12,3.577498398080676e-15,5.353933549956968e-20,320.3,0.6,4.0,2.0,2.4,,,,,1870951.158246369,1244020774158.8047,1.8733184126055755e+33,,,,,,,,aparthas,singlepulsesshowevidenceofmodulationatdifferentphases,PROFILE:SinglePeak+Wide+withShoulders;POLARIZATION:HighLinearPol+RVMLike+PAJump+ComplicatedPA;FREQUENCY:Scattering+SteepSpectrum;TIME:Modulation;OBSERVATION:HighSN_Above1000 
J1057-4754,,10:57:53.138,0.007,-47:54:57.60,0.09,1.591581479875073,1.773192124956929e-11,-5.694479852718824e-16,5.066263214162656e-19,0.628305878552,7e-12,2.248e-16,2e-19,60.0,8.0,,,0.64,,,,,44283389.35415121,380306451923.25275,3.5780192632182697e+31,,,,,,,,aparthas,thefrequencyplotlooksweirditisdriftinginthewrongdirectionalsonotenoughsnr,PROFILE:NotSure+Narrow;POLARIZATION:NotSure;FREQUENCY:Scintillation;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J1057-5226,B1055-52,10:57:59.045,0.002,-52:26:56.33,0.02,5.07318862008,2e-11,-1.50272e-13,1e-18,0.19711468957450884,7.770840169210996e-13,5.838698469538374e-15,3.885420084608226e-20,29.69,0.01,47.2,0.8,0.09,XRS,,,,534895.5443802817,1085594157139.0431,3.009669539620754e+34,,HE,,,,,,aparthas,modingxraysInterpulsesayssimonalsoallsortsofweirdemissionseeninsinglepulses,PROFILE:Complicated+withInterpulse;POLARIZATION:HighLinearPol+PAJump+ComplicatedPA;FREQUENCY:Scintillation+SteepSpectrum;TIME:Nulling+ModeChanging+Modulation;OBSERVATION:MediumSN_100to1000 
J1057-7914,B1056-78,10:57:27.4,0.3,-79:14:24.2,0.6,0.7421689149655195,2.203258793364386e-10,-7.309311046986351e-16,8.813035173457556e-18,1.3474021612,4e-10,1.327e-15,1.6e-17,51.0,2.0,-22.2,9.2,1.44,,,,,16087640.54443029,1353112978262.4575,2.141602872716768e+31,,,,,,,,aparthas,zigzagdriftinginsinglepulsesmaybe,PROFILE:SinglePeak+Symmetric;POLARIZATION:RVMLike+PAJump;FREQUENCY:Scintillation+SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000+LeftoverRFI+Reprocess 
J1058-5957,,10:58:34.25,0.03,-59:57:36.4,0.3,1.6226646730793888,4.212865026015744e-11,-1.7299077013077148e-15,1.0532162565039359e-17,0.616270272343,1.6e-11,6.57e-16,4e-18,334.0,1.1,41.0,16.0,2.59,,,,,14861816.215510288,643899773709.8961,1.1081829144471421e+32,,,,,,,,,,
J1059-5742,B1056-57,10:59:00.87,0.02,-57:42:14.5,0.1,0.84387999092,2e-11,-3.062e-15,3e-18,1.1850026197561547,2.8084624176578997e-11,4.299755961434245e-15,4.212693626486854e-18,108.7,0.3,-75.0,10.0,1.64,,,,,4366581.198036399,2284186377793.722,1.0201067296325242e+32,,,,,,,,,,
J1103-6025,,11:03:31.48,0.02,-60:25:36.39,0.09,2.521516421572495,3.1790225321298794e-11,-6.297007831642866e-15,1.2080285622093544e-17,0.396586748928,5e-12,9.904e-16,1.9e-18,275.9,0.3,569.0,7.0,2.38,,,,,6344444.530447654,634197307251.939,6.268386563784023e+32,,,,,,,,,,
J1104-6103,,11:04:17.262,0.011,-61:03:03.88,0.08,3.5599185722727955,2.2811436434183002e-11,-2.4924409099000407e-14,2.5346040482425756e-18,0.2809053015394,1.8e-12,1.96673e-15,2e-19,78.506,0.015,,,1.33,,,,,2262982.682576355,752146289564.2723,3.5028752592416654e+33,,,,,,,,,,
J1105-6107,,11:05:26.14,0.01,-61:07:48.94,0.07,15.8222513304,2e-10,-3.9666e-12,2e-17,0.06320213091790895,7.989018705129006e-13,1.5844620797882356e-14,7.989018705229427e-20,271.24,0.01,187.0,1.0,2.36,XRS,,,,63199.82977529265,1012643930098.1766,2.477686891172073e+36,2.0,,,,,,,,,
J1106-6438,,11:06:28.44,0.14,-64:39:00.0,0.6,0.36792650225,4e-11,-3.15e-16,9e-18,2.7179341359881612,2.954866387027885e-10,2.3269572797844595e-15,6.648449370812741e-17,203.0,3.0,,,2.15,,,,,18506170.337153204,2544858546693.9873,4.575424172613856e+30,,,,,,,,,,
J1107-5907,,11:07:34.46,0.04,-59:07:18.7,0.3,3.95611366927,8e-11,-1.41e-16,1.5e-17,0.2527733234178088,5.111548242534732e-12,9.009103777467467e-18,9.584152954752623e-19,40.75,0.02,25.95,0.28,0.12,,,,,444544955.1564115,48289909601.43433,2.202153616113045e+31,,,,,,,,,,
J1110-5637,B1107-56,11:10:00.40,0.01,-56:37:32.6,0.1,1.7912981027,2e-11,-6.604e-15,3e-18,0.5582543734583949,6.232958909708501e-12,2.0581230319857473e-15,9.349438364562763e-19,262.56,0.06,419.0,3.0,2.45,,,,,4297608.3873002,1084680198091.0371,4.670191265032819e+32,,,,,,,,,,
J1112-6103,,11:12:14.81,0.04,-61:03:31.1,0.6,15.3936498245,6e-10,-7.4548e-12,3e-16,0.06496185189352785,2.5320253208619888e-12,3.145957060326992e-14,1.2660126604333697e-18,599.1,0.7,242.0,15.0,4.5,XRS,,,,32716.86211683529,1446623687539.897,4.5304082161839534e+36,,,,,,,,,,
J1112-6613,B1110-65,11:12:38.53,0.09,-66:13:04.8,0.5,2.992105272371532,5.371616376572112e-10,-7.3770198238257e-15,2.6858081882860685e-17,0.33421283978,6e-11,8.24e-16,3e-18,249.3,1.0,-132.0,4.0,2.53,,,,,6426314.208449409,531037449807.64703,8.714000020834694e+32,,,,,,,,,,
J1112-6926,B1110-69,11:12:51.0,0.1,-69:26:31.0,0.5,1.2187925069011234,2.3767282798053196e-10,-4.2201781518293205e-15,1.1883641399026714e-17,0.82048420411,1.6e-10,2.841e-15,8e-18,148.4,1.0,-36.0,16.0,2.08,,,,,4575778.8648119215,1544972335949.5945,2.030580900986692e+32,,,,,,,,,,
J1114-6100,B1112-60,11:14:22.52,0.02,-61:00:34.2,0.1,1.1353062205485032,2.5778404288322527e-11,-5.940323927392467e-14,7.733521286543809e-19,0.88081962549,2e-11,4.60876e-14,6e-19,677.0,0.4,,,5.48,,,,,302809.10310850653,6447413378515.024,2.662458713726956e+33,,,,,,,,,,
J1115-6052,,11:15:53.722,0.004,-60:52:18.61,0.03,3.8494203652,1e-10,-1.070996e-13,1.3e-18,0.2597793706918377,6.7485321437047235e-12,7.227650931779184e-15,8.773091786896508e-20,226.92,0.05,251.6,4.6,2.18,,,,,569473.5114116624,1386599034073.3616,1.6275821759054276e+34,,,,,,,,,,
J1116-2444,,11:16:23.26,0.03,-24:44:56.1,0.5,1.1521415868366662,6.637151180592557e-11,-1.3075187825767337e-15,6.6371511805925585e-18,0.86794888009,5e-11,9.85e-16,5e-18,29.8,0.3,,,0.85,,,,,13961238.746385789,935653759899.4501,5.947213448648361e+31,,,,,,,,,,
J1116-4122,B1114-41,11:16:43.086,0.01,-41:22:43.96,0.1,1.060267870513533,7.869175700703115e-12,-8.941182264730328e-15,4.496671828973404e-19,0.943157882843,7e-12,7.9536e-15,4e-19,40.53,0.03,-37.0,13.0,0.28,,,,,1878826.5574093873,2771558505582.6636,3.742573048954273e+32,,,,,,,,,,
J1117-6154,,11:17:23.81,0.09,-61:54:22,1.0,1.9798171532416091,1.9598379801348546e-10,-4.903514626297407e-14,1.1759027880809167e-16,0.50509714918,5e-11,1.251e-14,3e-17,493.6,0.9,-622.0,10.0,3.98,,,,,639710.7441179665,2543701182197.2334,3.8325894030547586e+33,,,,,,,,,,
J1119-6127,,11:19:14.30,0.02,-61:27:49.5,0.2,2.4512027814,5e-10,-2.415507e-11,1e-17,0.4079629835557105,8.321689797583846e-11,4.020219991578472e-12,1.664338767625012e-18,704.8,0.2,853.0,2.0,8.4,SNR,,,,1607.818337661518,40981256263445.84,2.337476631852958e+36,3.0,HE,,,,,,,,
J1119-7936,B1118-79,11:19:40.8,0.3,-79:36:30.3,0.8,0.43848164052046634,1.3458630435146362e-10,-7.056167670998165e-16,7.690645962940791e-18,2.2805971963,7e-10,3.67e-15,4e-17,27.4,1.4,-11.0,2.3,0.81,,,,,9845744.444793273,2927570103596.3433,1.22146223126983e+31,,,,,,,,,,
J1121-5444,B1119-54,11:21:19.09,0.01,-54:44:05.1,0.1,1.86641502544,3e-11,-9.698e-15,3e-18,0.5357865139154964,8.612015654811611e-12,2.7839775940121e-15,8.612015654811656e-19,204.7,0.6,42.0,9.0,2.32,,,,,3049243.3091135183,1235886917768.9941,7.14578818210872e+32,,,,,,,,,,
J1123-4844,,11:23:15.651,0.002,-48:44:22.75,0.04,4.08432533370913,1.167719940210474e-10,-1.0909840584252142e-15,3.3363426863156405e-18,0.244838478401,7e-12,6.54e-17,2e-19,92.915,0.003,-7.0,5.0,1.86,,,,,59315467.91914464,128049736286.81792,1.759132164988629e+32,,,,,,,,,,
J1123-6102,,11:23:41.70,0.06,-61:02:06.2,0.3,1.56192953538,5e-11,-1.576e-14,1.9e-17,0.6402337476490008,2.0494962581434222e-11,6.460012205668066e-15,7.788085780945015e-18,439.4,0.4,244.0,8.0,3.49,,,,,1570258.892019254,2057955259979.2324,9.71801101909071e+32,,,,,,,,,,
J1123-6259,,11:23:55.53,0.12,-62:59:10.94,0.08,3.68410549479,1.8e-10,-7.1356e-14,2e-19,0.271436309686078,1.326198063887936e-11,5.257343835932642e-15,1.473553405215454e-20,223.26,0.03,54.0,10.0,2.19,,,,,818026.9244005556,1208835317901.5906,1.0378206106008719e+34,1.0,,,,,,,,,
J1123-6651,,11:23:52.210,0.005,-66:51:49.07,0.02,4.292279647461316,3.684732914402128e-11,-5.06654460463207e-14,5.527099371610037e-19,0.232976432603,2e-12,2.75002e-15,3e-20,111.196,0.005,-85.0,15.0,1.68,,,,,1342277.0843344887,809979262430.4573,8.58538185506551e+33,,,,,,,,,,
J1124-5638,,11:24:56.47,0.06,-56:38:39.7,0.5,5.38909324929458,3.194655865455165e-10,-2.613809344463317e-16,1.4521163024796206e-16,0.185559973402,1.1e-11,9e-18,5e-18,289.5,1.6,,,2.64,,,,,326668929.5517473,41353605826.733315,5.560954496115615e+31,,,,,,,,,,
J1124-5916,,11:24:39.0,0.1,-59:16:19,1.0,7.381334652,9e-09,-4.10029e-11,9e-16,0.13547685440993334,1.6518580272729247e-10,7.525663278496557e-13,1.6518580374673343e-17,330.0,2.0,,,5.0,SNR,,,,2852.241922367818,10217741750693.824,1.1948384956530402e+37,1.0,HE,,,,,,,,
J1124-6421,,11:24:59.5,0.1,-64:21:17,1.0,2.0872530880087687,3.049637817381499e-10,-2.7011077811093276e-15,1.3069876360206423e-16,0.47909858452,7e-11,6.2e-16,3e-17,298.0,3.0,-1102.0,98.0,2.7,,,,,12243320.98213446,551516191367.0873,2.2257519521550955e+32,,,,,,,,,,
J1126-6054,B1124-60,11:26:52.608,0.011,-60:54:39.96,0.07,4.932500899121309,7.298869535949757e-11,-6.8434200769064925e-15,1.9463652095866122e-18,0.202736911853,3e-12,2.8128e-16,8e-20,280.27,0.03,-41.0,16.0,2.43,,,,,11419839.778766552,241649454151.24802,1.3326009218984784e+33,,,,,,,,,,
J1126-6942,,11:26:21.67,0.02,-69:42:15.3,0.2,1.7258744046885326,5.957284921517994e-10,-9.835477405426207e-15,1.1914569843037923e-17,0.579416438,2e-10,3.302e-15,4e-18,55.33,0.02,-31.0,4.0,1.18,,,,,2780223.9503688463,1399696635758.8433,6.701381922989863e+32,,,,,,,,,,
J1130-5826,,11:30:16.33,0.03,-58:26:02.3,0.3,6.160538375078345,1.1385669921243882e-10,-6.030609834952177e-16,7.210924283454459e-18,0.162323475501,3e-12,1.589e-17,1.9e-19,261.1,0.7,,,2.41,,,,,161854013.4032116,51392837111.09897,1.4666944059592927e+32,,,,,,,,,,
J1130-5925,,11:30:10.44,0.1,-59:25:34.1,0.7,1.46846364391,1.1e-10,-2.052e-15,1.4e-17,0.6809838324204971,5.101128780199184e-11,9.515923869971569e-16,6.492345720253508e-18,264.4,1.6,,,2.39,,,,,11338402.753394011,814598973319.9279,1.1895981823268775e+32,,,,,,,,,,
J1130-6807,,11:30:31.913,0.003,-68:07:28.52,0.02,3.9008741183879567,1.2173455110007216e-11,-6.994867306210146e-15,3.043363777501835e-19,0.2563527993088,8e-13,4.5968e-16,2e-20,148.734,0.004,,,1.97,,,,,8835853.219488986,347373604208.9837,1.0772119256984894e+33,,,,,,,,,,
J1132-4700,,11:32:14.52,0.03,-47:00:36.5,0.3,3.070939091244048,5.658400141278491e-11,-7.32574204957522e-15,6.601466831491578e-18,0.325633290107,6e-12,7.768e-16,7e-19,123.0,,,,2.69,,,,,6641797.304378076,508942812415.3444,8.881423143189711e+32,,,,,,,,,,
J1132-5627,,11:32:15.74,0.04,-56:27:28.9,0.7,5.708862390206221,3.2591109790311085e-10,-2.2161954657411538e-15,1.3036443916124436e-16,0.175166247082,1e-11,6.8e-17,4e-18,305.7,0.8,,,2.91,,,,,40813848.673443444,110440826313.52332,4.994791607795045e+32,,,,,,,,,,
J1133-6250,B1131-62,11:33:51.45,0.07,-62:50:50.6,0.4,0.9776364290155082,8.601956886043753e-11,-4.3200939027686405e-16,1.911545974676391e-18,1.02287514082,9e-11,4.52e-16,2e-18,567.8,0.5,848.0,6.0,7.45,,,,,35855041.24457012,688066648790.8389,1.6673635361478711e+31,,,,,,,,,,
J1136+1551,B1133+16,11:36:03.1198,0.0001,+15:51:14.183,0.001,0.8418124429095,1.8e-12,-2.645977e-15,6e-21,1.1879130659363586,2.540047414000175e-12,3.733837242418856e-15,8.466824713348973e-21,4.84066,0.00034,3.97,0.07,0.37174450930474356,XRS,,,,5040751.792978259,2131179350374.2292,8.793487332777696e+31,,,,,,,,,,
J1136-5525,B1133-55,11:36:02.16,0.02,-55:25:06.9,0.2,2.74188009974,6e-11,-6.1847e-14,3e-18,0.36471324916608333,7.980945247036894e-12,8.226625344891514e-15,3.9904726235200717e-19,85.5,0.7,28.0,5.0,1.52,,,,,702418.3660977862,1752817127206.4902,6.694633932711412e+33,,,,,,,,,,
J1137-6700,,11:37:32.089,0.01,-67:00:33.01,0.08,1.7978625207815986,6.464619287262327e-11,-2.3175660144835445e-16,1.2929238574524657e-18,0.5562160557,2e-11,7.17e-17,4e-19,228.041,0.009,-1.0,13.0,2.6,,,,,122910901.09201127,202083714787.5567,1.6449334392244809e+31,,,,,,,,,,
J1138-6207,,11:38:21.62,0.03,-62:07:59.3,0.3,8.50602014261,1.8e-10,-9.0284e-13,3e-17,0.11756379402284821,2.4878242197084022e-12,1.2478373436230746e-14,4.1463736995173673e-19,520.4,0.4,594.0,18.0,7.2,,,,,149273.13434657565,1225648009251.7366,3.0317747777849874e+35,,,,,,,,,,
J1141-3107,,11:41:25.629,0.01,-31:07:52.6,0.2,1.8572454680528823,1.3797442914411878e-11,-6.761436900207542e-15,6.898721457206012e-19,0.538431789013,4e-12,1.9602e-15,2e-19,30.77,0.03,-26.0,7.0,0.78,,,,,4352074.740360334,1039598195771.3479,4.957560734688726e+32,,,,,,,,,,
J1141-3322,,11:41:42.7605,,-33:22:37.4286,,3.4309138231,4e-11,-5.4555e-15,5e-19,0.29146753651085605,3.398132993588288e-12,4.634628636630226e-16,4.247666241985498e-20,46.448,0.017,-36.0,5.0,1.85,,,,,9964173.632917112,371922578281.2802,7.389313740350292e+32,1.0,,,,,,,,,
J1141-6545,,11:41:07.0140,0.0002,-65:45:19.1131,0.0015,2.538723048486,4e-12,-2.77615e-14,8e-19,0.3938988148377834,6.206251053224414e-13,4.307370965352239e-15,1.2412502106448902e-19,116.08,0.001,-93.4,2.2,10.0,OPT,0.1976509593,1e-10,CO,1448900.0755709105,1318100283726.007,2.782389915985704e+33,1.0,,,,,,,,,
J1142-6230,,11:42:52.5,0.3,-62:30:03.9,1.0,1.7908842305,3e-10,-2.5e-16,1.1e-16,0.5583833856869734,9.35376016233742e-11,7.794800135281184e-17,3.429712059523721e-17,343.8,1.7,,,3.48,,,,,113499393.5216873,211114816525.47708,1.7675318883184327e+31,,,,,,,,,,
J1143-5158,,11:43:15.065,0.005,-51:58:39.89,0.05,1.4800649013569613,1.7524736897830333e-11,-1.5231186956326789e-15,4.381184224457598e-19,0.675646047064,8e-12,6.953e-16,2e-19,159.03,0.02,,,2.4,,,,,15396182.41806815,693578645317.2888,8.899677011134097e+31,,,,,,,,,,
J1143-5536,,11:43:09.79,0.02,-55:36:04.5,0.1,1.4590904190538665,8.51577940389915e-11,-1.032538252722772e-15,4.257889701949577e-18,0.68535848563,4e-11,4.85e-16,2e-18,185.0,0.1,,,2.22,,,,,22389381.316219937,583417893369.1383,5.947686822027557e+31,,,,,,,,,,
J1144-6217,,11:44:02.11,0.05,-62:17:30.3,0.4,1.17555097079,5e-11,-4.2611e-14,9e-18,0.8506649433737226,3.618154229425093e-11,3.0834633974006527e-14,6.512677612965695e-18,284.7,0.6,,,2.64,,,,,437105.00096524967,5182611385717.675,1.9775293029799005e+33,,,,,,,,,,
J1146-6030,B1143-60,11:46:07.722,0.006,-60:30:59.49,0.06,3.65798554138,1e-11,-2.3925e-14,1e-18,0.27337450864355883,7.473362197610722e-13,1.7880019057783654e-15,7.473362197610787e-20,111.68,0.07,-5.0,4.0,1.63,,,,,2422456.9918014137,707478057514.5842,3.455044677979729e+33,,,,,,,,,,
